Isolate name,Standardized name,Isolation,Ecological origins,Geographical origins,HO deletion,Plasmid class,Plasmid CN,Ploidy,Aneuploidies,Zygosity,Total number of SNPs,Proportion of clean heterozygous SNPs (whole dataset),Number of singletons,Mean coverage,Clades
CBS440,AHQ,Molasses,Industrial,Taiwan,yes,none,0,1,euploid,homozygous,"60,494",0,"1,331",239,Asian fermentation 
BMQ557,CGL,Unknown,Unknown,"Hai Phong, North Vietnam",no,none,0,2,euploid,heterozygous,"66,127",15.6,"1,569",316,Asian fermentation 
CBS1509,AFH,Distillery,Distillery,NA,yes,none,0,1,euploid,homozygous,"61,502",0,273,484,Asian fermentation 
CBS1480,AGG,Distillery,Distillery,NA,no,none,0,2,euploid,heterozygous,"63,490",8.2,533,217,Asian fermentation 
CBS1508,AEP,Starter for sorghum brandy,Distillery,NA,no,none,0,2,euploid,homozygous,"61,295",0,322,327,Asian fermentation 
IFO_0289:4-3(b),CEV,Moromi of Chinese wine kaoliangchiu,Distillery,China,yes,none,0,1,euploid,homozygous,"62,046",0,497,564,Asian fermentation 
Me7,CGI,Unknown,Unknown,"Cai Be, South Vietnam",no,C,41,2,euploid,heterozygous,"68,572",18.8,"1,534",270,Asian fermentation 
SGB1,CGN,Rice fermentation starter culture,Fermentation,"Saigon, South Vietnam",no,C,28,2,euploid,heterozygous,"67,289",15,116,224,Asian fermentation 
SG4,CGP,Unknown,Unknown,"Saigon, South Vietnam",no,C,24,2,euploid,heterozygous,"68,647",18.3,174,247,Asian fermentation 
TayTa,CGG,Unknown,Unknown,"Long An, South Vietnam",no,none,0,2,euploid,heterozygous,"66,586",13.6,460,231,Asian fermentation 
VL5,CGR,Rice fermentation starter culture,Fermentation,"Phan Thiet, South Vietnam",no,none,0,2,euploid,heterozygous,"65,658",10.4,632,251,Asian fermentation 
CBS1196,AQS,Arak Distillery,Distillery,Indonesia,no,none,0,2,aneu;+1*1;,heterozygous,"62,590",3.9,940,215,Asian fermentation 
CLIB415,BEH,"Fermenting rice (lao chao), Fermented beverage",Fermentation,Taiwan,no,C,42,2,euploid,homozygous,"60,746",0,950,230,Asian fermentation 
Y9_4,ACM,Ragi fermentation,Fermentation,Indonesia,yes,none,0,1,euploid,homozygous,"61,466",0,7,216,Asian fermentation 
K12,AKL,Sake,Sake,Japan,no,none,0,2,euploid,heterozygous,"67,948",19.2,149,242,Asian fermentation 
YJM413_b,ABB,Blood,"Human, clinical",USA,yes,none,0,1,euploid,homozygous,"61,013",0,1,197,Asian fermentation 
Y12_1b,ACK,Palm wine,Palm wine,Ivory Coast,yes,none,0,1,euploid,homozygous,"61,198",0,2,223,Asian fermentation 
T7_b,ADH,Exudate from Quercus sp.,Tree,"Babler State Park, MO, USA",yes,none,0,1,euploid,homozygous,"61,327",0,2,287,Asian fermentation 
YJM1460,SACE_YDA,Palm Wine,Palm wine,"Newcastle, UK",no,A,1,2,euploid,homozygous,"60,697",0,13,219,Asian fermentation 
CLQCA_10-620,ALB,Orthopteran insect,Insect,"Pichincha, Ecuador",no,none,0,2,euploid,heterozygous,"64,492",9.1,8,219,Asian fermentation 
CLQCA_05-006,AKR,Rotten fruit,Fruit,"Guayas, Ecuador",no,none,0,2,euploid,heterozygous,"64,803",9,56,299,Asian fermentation 
CLQCA_11-024,ALC,Unidentified aquatic plant,Nature,"Cotopaxi, Ecuador",no,none,0,2,euploid,heterozygous,"64,505",8.6,6,261,Asian fermentation 
CLQCA_19-011,ALH,Horse dung,Nature,"Napo, Ecuador ",no,none,0,2,euploid,heterozygous,"64,271",9,4,198,Asian fermentation 
CLQCA_10-619,ALA,Beetle,Insect,"Pichincha, Ecuador",no,none,0,2,euploid,heterozygous,"64,666",8.9,5,241,Asian fermentation 
CLQCA_24SC-235,ALK,Tree exudate (Bursera graveolens),Tree,"Galapagos, Ecuador",no,none,0,2,aneu;+1*5;,heterozygous,"63,635",7.1,14,176,Asian fermentation 
RR1a,CGQ,Unknown,Unknown,"My Tho, South Vietnam",no,none,0,2,euploid,heterozygous,"64,849",8.8,7,260,Asian fermentation 
DBVPG5836,BRG,"Soil close to plum tree, depth: 25 cm. Agricultural soil: presence of important vegetation, some fallen fruit (plum) rotting & insects. Average T (June): [max: 26.3C / min: 13.6C]. Precipitation (June): 17.4 mm.",Soil,"District of Hamma Bouziane, Constantine, Algeria",no,none,0,3,euploid,heterozygous,"65,134",8.7,25,271,Asian fermentation 
Lx2,CGK,Unknown,Unknown,"Dong Thap, South Vietnam",no,none,0,2,euploid,heterozygous,"64,887",9.1,8,253,Asian fermentation 
SBD,CHM,Bakery,Bakery,Northern Europe,no,none,0,2,euploid,heterozygous,"65,121",9.5,4,296,Asian fermentation 
CLIB1411,BHP,"Rice wine, Oenology",Fermentation,Laos,no,none,0,2,euploid,heterozygous,"66,366",13.5,13,222,Asian fermentation 
CLIB1412,BHQ,"Rice wine, Oenology",Fermentation,Laos,no,none,0,2,euploid,heterozygous,"66,121",12.6,29,238,Asian fermentation 
CLIB1413,BHR,"Rice wine, Oenology",Fermentation,Laos,no,none,0,2,euploid,heterozygous,"65,999",12.5,21,242,Asian fermentation 
CLIB1414,BHS,"Rice wine, Oenology",Fermentation,Laos,no,none,0,2,euploid,heterozygous,"66,295",14.3,186,187,Asian fermentation 
CLIB413,BEF,Fermenting rice,Fermentation,China,no,none,0,2,euploid,heterozygous,"67,419",16.4,"2,139",234,Asian fermentation 
JCM_2985-4B,CEK,Fermented fish,Fermentation,Tailand,no,none,0,2,euploid,homozygous,"62,045",0,242,235,Asian fermentation 
JCM_3529-7B,CEL,Fermented shrimp,Fermentation,Tailand,no,none,0,2,euploid,homozygous,"62,121",0,259,292,Asian fermentation 
YJM1388,SACE_YCJ,Fermented tapioca,Unknown,Malaya,no,none,0,2,aneu;+1*9;,homozygous,"63,677",0,782,378,Asian fermentation 
YJM1389,SACE_YCK,Sewage,Industrial,Thailand,no,A,1,2,euploid,homozygous,"60,836",0,98,48,Asian fermentation 
YJM1592,SACE_YDK,Sewage,Industrial,Thailand,no,none,0,2,euploid,homozygous,"61,343",0,113,49,Asian fermentation 
